text_key,text_en,text_es,text_fr,text_pt,text_de,text_it,text_nl,text_pl,text_tr,text_sv,context,page,category
onboarding.label.mt_4_flex_items_center_justify_1144,mt-4 flex items-center justify-between gap-3,,,,,,,,,,"Line 135: <div className=""mt-4 flex items-center justify-between gap-3"">",onboarding,label
onboarding.button.btn_btn_ghost_1145,btn btn-ghost,,,,,,,,,,"Line 136: <button type=""button"" className=""btn btn-ghost"" onClick={onBack}>Back</button>",onboarding,button
onboarding.label.text_sm_1149,text-sm,,,,,,,,,,"Line 141: <span className=""text-sm"">Total selected: {totalSelected}</span>",onboarding,label
onboarding.label.complete_setup_1151,Complete Setup,,,,,,,,,,"Line 143: {isLast ? ""Complete Setup"" : ""Nearly there, keep going""}",onboarding,label
onboarding.label.nearly_there_keep_going_1152,"Nearly there, keep going",,,,,,,,,,"Line 143: {isLast ? ""Complete Setup"" : ""Nearly there, keep going""}",onboarding,label
onboarding.label.__1153,🏄‍♂️,,,,,,,,,,"Line 165: surfing: ""🏄‍♂️"",",onboarding,label
onboarding.label.__1154,🌬️,,,,,,,,,,"Line 211: tai_chi: ""🌬️"",",onboarding,label
onboarding.label.__1155,🏙️,,,,,,,,,,"Line 214: urban_exploring: ""🏙️"",",onboarding,label
onboarding.label.__1156,🏋️,,,,,,,,,,"Line 215: gym_workout: ""🏋️"",",onboarding,label
onboarding.label.__1158,🛠️,,,,,,,,,,"Line 225: diy: ""🛠️"",",onboarding,label
onboarding.label.__1159,🖼️,,,,,,,,,,"Line 229: gallery: ""🖼️"",",onboarding,label
onboarding.label.__1160,🎞️,,,,,,,,,,"Line 238: cinema: ""🎞️"",",onboarding,label
onboarding.label.__1161,🏛️,,,,,,,,,,"Line 239: museum: ""🏛️"",",onboarding,label
onboarding.label.__1162,🛍️,,,,,,,,,,"Line 240: shopping: ""🛍️"",",onboarding,label
onboarding.label.__1163,🏖️,,,,,,,,,,"Line 243: beach: ""🏖️"",",onboarding,label
onboarding.label.data_theme_1164,data-theme,,,,,,,,,,Line 268: const previous = html.getAttribute('data-theme');,onboarding,label
onboarding.label.force_light_scope_1165,force-light-scope,,,,,,,,,,Line 269: html.classList.add('force-light-scope');,onboarding,label
onboarding.label.get_started_go_daisy_1170,Get Started - Go Daisy,,,,,,,,,,Line 281: <title>Get Started - Go Daisy</title>,onboarding,label
onboarding.paragraph.force_light_min_h_screen_bg_ba_1171,force-light min-h-screen bg-base-100 text-base-content p-4,,,,,,,,,,"Line 283: <div data-theme=""light"" className=""force-light min-h-screen bg-base-100 text-bas",onboarding,paragraph
onboarding.label.bg_base_200_rounded_box_p_2_mt_1173,bg-base-200 rounded-box p-2 mt-2,,,,,,,,,,"Line 330: <div className=""bg-base-200 rounded-box p-2 mt-2"">",onboarding,label
onboarding.label.text_sm_font_medium_1175,text-sm font-medium,,,,,,,,,,"Line 332: <span className=""text-sm font-medium"">Selected ({items.length})</span>",onboarding,label
onboarding.button.clear_all_1176,Clear all,,,,,,,,,,"Line 333: <button type=""button"" className=""btn btn-ghost btn-xs text-base-content"" onClick",onboarding,button
onboarding.button.btn_btn_ghost_btn_xs_text_base_1177,btn btn-ghost btn-xs text-base-content,,,,,,,,,,"Line 333: <button type=""button"" className=""btn btn-ghost btn-xs text-base-content"" onClick",onboarding,button
onboarding.label.flex_flex_wrap_gap_1_1178,flex flex-wrap gap-1,,,,,,,,,,"Line 335: <div className=""flex flex-wrap gap-1"">",onboarding,label
onboarding.paragraph.badge_bg_base_200_text_base_co_1179,badge bg-base-200 text-base-content border border-base-300 gap-1,,,,,,,,,,"Line 337: <span key={id} className=""badge bg-base-200 text-base-content border border-base",onboarding,paragraph
onboarding.label.card_bg_base_100_shadow_xl_w_f_1181,card bg-base-100 shadow-xl w-full,,,,,,,,,,"Line 359: className=""card bg-base-100 shadow-xl w-full""",onboarding,label
onboarding.label.search_a_place__1183,Search a place…,,,,,,,,,,"Line 371: placeholder = ""Search a place…"",",onboarding,label
onboarding.label.coastal_recent_locations_v1_1184,coastal_recent_locations_v1,,,,,,,,,,"Line 373: storageKey = 'coastal_recent_locations_v1',",onboarding,label
onboarding.label.recentcoastallocations_1185,recentCoastalLocations,,,,,,,,,,"Line 374: legacyKey = 'recentCoastalLocations',",onboarding,label
onboarding.label._setquery_initialquery__1186,); setQuery(initialQuery ||,,,,,,,,,,"Line 407: useEffect(() => { setValue(initialQuery || """"); setQuery(initialQuery || """"); },",onboarding,label
onboarding.label.application_json_1187,application/json,,,,,,,,,,"Line 455: 'Accept': 'application/json',",onboarding,label
onboarding.label.user_agent_1188,User-Agent,,,,,,,,,,Line 456: 'User-Agent': 'GoDaisy/1.0 (contact: app)',onboarding,label
onboarding.label.godaisy_1_0_contact_app__1189,GoDaisy/1.0 (contact: app),,,,,,,,,,Line 456: 'User-Agent': 'GoDaisy/1.0 (contact: app)',onboarding,label
onboarding.label.geolocation_1190,geolocation,,,,,,,,,,Line 495: if (!('geolocation' in navigator)) { setLocationError('Geolocation is not availa,onboarding,label
onboarding.nav.geolocation_is_not_available_i_1191,Geolocation is not available in this browser.,,,,,,,,,,Line 495: if (!('geolocation' in navigator)) { setLocationError('Geolocation is not availa,onboarding,nav
onboarding.paragraph.unable_to_get_your_location__1192,Unable to get your location.,,,,,,,,,,Line 517: const msg = (typeof e === 'object' && e !== null && 'message' in e) ? String((e ,onboarding,paragraph
onboarding.label.selected_place_1193,Selected place,,,,,,,,,,Line 534: const label = s?.structured_formatting?.main_text || s?.description || 'Selected,onboarding,label
onboarding.label.form_control_relative_1195,form-control relative,,,,,,,,,,"Line 584: <div className=""form-control relative"">",onboarding,label
onboarding.label.input_input_bordered_w_full_pr_1196,input input-bordered w-full pr-24,,,,,,,,,,"Line 588: className=""input input-bordered w-full pr-24""",onboarding,label
onboarding.label.loading__1197,Loading…,,,,,,,,,,Line 589: placeholder={ready ? placeholder : 'Loading…'},onboarding,label
onboarding.button.btn_btn_primary_btn_sm_absolut_1198,btn btn-primary btn-sm absolute right-2 top-1/2 -translate-y-1/2,,,,,,,,,,"Line 616: className=""btn btn-primary btn-sm absolute right-2 top-1/2 -translate-y-1/2""",onboarding,button
onboarding.button.confirm_selection_1199,Confirm selection,,,,,,,,,,"Line 618: aria-label=""Confirm selection""",onboarding,button
onboarding.paragraph.absolute_left_0_right_0_z_50_m_1200,absolute left-0 right-0 z-50 mt-1 bg-base-100 rounded-box ring-1 ring-base-300/60 max-h-64 overflow-auto shadow-lg,,,,,,,,,,"Line 624: <ul className=""absolute left-0 right-0 z-50 mt-1 bg-base-100 rounded-box ring-1 ",onboarding,paragraph
onboarding.button.w_full_text_left_px_3_py_2_hov_1201,w-full text-left px-3 py-2 hover:bg-base-200 focus:bg-base-200,,,,,,,,,,"Line 631: <button className=""w-full text-left px-3 py-2 hover:bg-base-200 focus:bg-base-20",onboarding,button
onboarding.label.flex_flex_col_items_start_1202,flex flex-col items-start,,,,,,,,,,"Line 632: <div className=""flex flex-col items-start"">",onboarding,label
onboarding.label.font_medium_leading_tight_1203,font-medium leading-tight,,,,,,,,,,"Line 633: <span className=""font-medium leading-tight"">{main}</span>",onboarding,label
onboarding.label.text_xs_opacity_70_leading_tig_1204,text-xs opacity-70 leading-tight,,,,,,,,,,"Line 634: {secondary ? <span className=""text-xs opacity-70 leading-tight"">{secondary}</spa",onboarding,label
onboarding.label.mt_2_flex_flex_wrap_gap_2_1205,mt-2 flex flex-wrap gap-2,,,,,,,,,,"Line 644: <div className=""mt-2 flex flex-wrap gap-2"">",onboarding,label
onboarding.label.locating__1207,Locating…,,,,,,,,,,Line 646: {isLocating ? 'Locating…' : 'Use current location'},onboarding,label
onboarding.label.use_current_location_1208,Use current location,,,,,,,,,,Line 646: {isLocating ? 'Locating…' : 'Use current location'},onboarding,label
onboarding.label.hide_map_1210,Hide map,,,,,,,,,,Line 650: {showMap ? 'Hide map' : 'Pick from map'},onboarding,label
onboarding.label.pick_from_map_1211,Pick from map,,,,,,,,,,Line 650: {showMap ? 'Hide map' : 'Pick from map'},onboarding,label
onboarding.label.alert_alert_error_mt_2_1212,alert alert-error mt-2,,,,,,,,,,"Line 654: {locationError && <div className=""alert alert-error mt-2""><span>{locationError}<",onboarding,label
onboarding.paragraph.mt_3_rounded_box_overflow_hidd_1213,mt-3 rounded-box overflow-hidden ring-1 ring-base-300/60,,,,,,,,,,"Line 657: <div className=""mt-3 rounded-box overflow-hidden ring-1 ring-base-300/60"">",onboarding,paragraph
onboarding.label.text_sm_font_semibold_mb_2_1215,text-sm font-semibold mb-2,,,,,,,,,,"Line 674: <div className=""text-sm font-semibold mb-2"">Recent</div>",onboarding,label
onboarding.button.btn_btn_sm_btn_outline_rounded_1217,btn btn-sm btn-outline rounded-full,,,,,,,,,,"Line 677: <button key={`${r.name}-${i}`} className=""btn btn-sm btn-outline rounded-full"" o",onboarding,button
onboarding.label.truncate_max_w_14rem__1218,truncate max-w-[14rem],,,,,,,,,,"Line 678: <span className=""truncate max-w-[14rem]"">{r.name}</span>",onboarding,label
onboarding.nav.geolocation_not_available__1223,Geolocation not available.,,,,,,,,,,Line 780: if (!('geolocation' in navigator)) { setHomeLocateError('Geolocation not availab,onboarding,nav
onboarding.label.activities_combined_1229,activities-combined,,,,,,,,,,"Line 875: if (useCombined) return { type: ""activities-combined"" as const };",onboarding,label
onboarding.label.activities_chunk_1230,activities-chunk,,,,,,,,,,"Line 877: return { type: ""activities-chunk"" as const, chunkIndex };",onboarding,label
onboarding.label.choose_areas_1232,Choose areas,,,,,,,,,,"Line 898: const items = [""Choose areas"", ""Activities"", ""Home"", ...(isMarineChosen ? [""Mari",onboarding,label
onboarding.paragraph.sticky_top_0_z_10_bg_base_100__1236,sticky top-0 z-10 bg-base-100/95 backdrop-blur pt-1,,,,,,,,,,"Line 909: <div className=""sticky top-0 z-10 bg-base-100/95 backdrop-blur pt-1"">",onboarding,paragraph
onboarding.label.steps_w_full_1237,steps w-full,,,,,,,,,,"Line 910: <ul className=""steps w-full"">",onboarding,label
onboarding.label.step_primary_1238,step-primary,,,,,,,,,,"Line 911: {items.map((label, i) => (<li key={label} className={`step ${i <= currentIndex ?",onboarding,label
onboarding.label.text_center_space_y_1_mt_2_1239,text-center space-y-1 mt-2,,,,,,,,,,"Line 913: <div className=""text-center space-y-1 mt-2"">",onboarding,label
onboarding.heading.card_title_justify_center_text_1240,card-title justify-center text-2xl,,,,,,,,,,"Line 914: <h1 className=""card-title justify-center text-2xl"">",onboarding,heading
onboarding.paragraph._welcome_to_godaisy__1241,👋 Welcome to GoDaisy!,,,,,,,,,,Line 915: {phase.type === 'clusters' ? '👋 Welcome to GoDaisy!' : phase.type === 'home' ? ,onboarding,paragraph
onboarding.label.set_your_home_location__1242,Set your home location 📍,,,,,,,,,,Line 915: {phase.type === 'clusters' ? '👋 Welcome to GoDaisy!' : phase.type === 'home' ? ,onboarding,label
onboarding.label.set_a_coastal_spot__1243,Set a coastal spot 🌊,,,,,,,,,,Line 915: {phase.type === 'clusters' ? '👋 Welcome to GoDaisy!' : phase.type === 'home' ? ,onboarding,label
onboarding.paragraph._all_set__1244,🎉 All set!,,,,,,,,,,Line 915: {phase.type === 'clusters' ? '👋 Welcome to GoDaisy!' : phase.type === 'home' ? ,onboarding,paragraph
onboarding.label.fine_tune__1245,Fine-tune 🎯,,,,,,,,,,Line 915: {phase.type === 'clusters' ? '👋 Welcome to GoDaisy!' : phase.type === 'home' ? ,onboarding,label
onboarding.label.text_base_content_70_text_sm_1246,text-base-content/70 text-sm,,,,,,,,,,"Line 917: <p className=""text-base-content/70 text-sm"">",onboarding,label
onboarding.paragraph.deselect_any_areas_you_re_not__1247,Deselect any areas you’re not into. You can change this any time.,,,,,,,,,,"Line 918: {phase.type === 'clusters' && ""Deselect any areas you’re not into. You can chang",onboarding,paragraph
onboarding.paragraph.great_deselect_anything_that_s_1249,Great! Deselect anything that’s not your vibe. We’ve pre‑selected a few to get you started.,,,,,,,,,,"Line 919: {phase.type === 'activities-combined' && ""Great! Deselect anything that’s not yo",onboarding,paragraph
onboarding.paragraph.short_lists_better_choices_you_1251,"Short lists, better choices. You can add more later.",,,,,,,,,,"Line 920: {phase.type === 'activities-chunk' && ""Short lists, better choices. You can add ",onboarding,paragraph
onboarding.paragraph.set_your_home_location_so_we_c_1252,Set your home location so we can personalise local recommendations and forecasts.,,,,,,,,,,"Line 921: {phase.type === 'home' && ""Set your home location so we can personalise local re",onboarding,paragraph
onboarding.paragraph.because_you_chose_sea_activiti_1253,"Because you chose sea activities, adding a coastal spot helps us give you seaside advice.",,,,,,,,,,"Line 922: {phase.type === 'marine' && ""Because you chose sea activities, adding a coastal ",onboarding,paragraph
onboarding.paragraph.we_ve_saved_your_activities_yo_1254,We’ve saved your activities. You can always add more later.,,,,,,,,,,"Line 923: {phase.type === 'confirm' && ""We’ve saved your activities. You can always add mo",onboarding,paragraph
onboarding.label.space_y_3_mt_2_1255,space-y-3 mt-2,,,,,,,,,,"Line 927: <div className=""space-y-3 mt-2"">",onboarding,label
onboarding.label.home_location_1256,Home location,,,,,,,,,,"Line 929: title=""Home location""",onboarding,label
onboarding.paragraph.helps_us_tailor_forecasts_and__1257,Helps us tailor forecasts and nearby suggestions.,,,,,,,,,,"Line 930: subtitle=""Helps us tailor forecasts and nearby suggestions.""",onboarding,paragraph
onboarding.label.form_control_w_full_1258,form-control w-full,,,,,,,,,,"Line 933: <div className=""form-control w-full"">",onboarding,label
onboarding.label.search_for_your_home_location_1259,Search for your home location,,,,,,,,,,"Line 935: <span className=""label-text"">Search for your home location</span>",onboarding,label
onboarding.label.label_text_1260,label-text,,,,,,,,,,"Line 935: <span className=""label-text"">Search for your home location</span>",onboarding,label
onboarding.label.type_a_place_postcode_or_addre_1261,"Type a place, postcode, or address",,,,,,,,,,"Line 944: placeholder=""Type a place, postcode, or address""",onboarding,label
onboarding.label.label_text_alt_1264,label-text-alt,,,,,,,,,,"Line 950: <span className=""label-text-alt"">Autocomplete + map inline (same logic as header",onboarding,label
onboarding.label.flex_gap_2_items_center_flex_w_1265,flex gap-2 items-center flex-wrap,,,,,,,,,,"Line 953: <div className=""flex gap-2 items-center flex-wrap"">",onboarding,label
onboarding.label.text_error_text_sm_1270,text-error text-sm,,,,,,,,,,"Line 958: {homeLocateError && <span className=""text-error text-sm"">{homeLocateError}</span",onboarding,label
onboarding.label.text_xs_text_base_content_60_1272,text-xs text-base-content/60,,,,,,,,,,"Line 965: <p className=""text-xs text-base-content/60"">You can change this any time in Sett",onboarding,label
onboarding.paragraph.grid_grid_cols_2_sm_grid_cols__1273,grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 lg:grid-cols-5 xl:grid-cols-6 2xl:grid-cols-7 gap-2 mt-2,,,,,,,,,,"Line 979: <div className=""grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 lg:grid-cols-5 xl",onboarding,paragraph
onboarding.paragraph.deselect_anything_that_s_not_y_1276,Deselect anything that’s not your vibe.,,,,,,,,,,"Line 997: subtitle=""Deselect anything that’s not your vibe.""",onboarding,paragraph
onboarding.label.divider_my_1_1277,divider my-1,,,,,,,,,,"Line 1000: <div className=""divider my-1""></div>",onboarding,label
onboarding.paragraph.grid_grid_cols_2_sm_grid_cols__1278,grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 lg:grid-cols-5 xl:grid-cols-6 2xl:grid-cols-7 gap-2,,,,,,,,,,"Line 1001: <div className=""grid grid-cols-2 sm:grid-cols-3 md:grid-cols-4 lg:grid-cols-5 xl",onboarding,paragraph
onboarding.label.flex_flex_wrap_gap_2_mt_1_mb_2_1282,flex flex-wrap gap-2 mt-1 mb-2,,,,,,,,,,"Line 1024: <div className=""flex flex-wrap gap-2 mt-1 mb-2"">",onboarding,label
onboarding.button.btn_btn_sm_rounded_xl_normal_c_1283,btn btn-sm rounded-xl normal-case,,,,,,,,,,"Line 1034: ""btn btn-sm rounded-xl normal-case"",",onboarding,button
onboarding.label.search_for_a_coastal_spot_1296,Search for a coastal spot,,,,,,,,,,"Line 1099: <span className=""label-text"">Search for a coastal spot</span>",onboarding,label
onboarding.label.type_a_beach_harbour_or_coastl_1298,"Type a beach, harbour, or coastline",,,,,,,,,,"Line 1107: placeholder=""Type a beach, harbour, or coastline""",onboarding,label
onboarding.label.grid_grid_cols_3_gap_2_items_c_1301,grid grid-cols-3 gap-2 items-center,,,,,,,,,,"Line 1113: <div className=""grid grid-cols-3 gap-2 items-center"">",onboarding,label
onboarding.button.skip_for_now_1309,Skip for now,,,,,,,,,,"Line 1126: <button className=""btn btn-ghost btn-sm"" onClick={() => setStep(s => s + 1)}>Ski",onboarding,button
onboarding.button.btn_btn_ghost_btn_sm_1310,btn btn-ghost btn-sm,,,,,,,,,,"Line 1126: <button className=""btn btn-ghost btn-sm"" onClick={() => setStep(s => s + 1)}>Ski",onboarding,button
onboarding.label.grid_md_grid_cols_2_gap_3_1312,grid md:grid-cols-2 gap-3,,,,,,,,,,"Line 1132: <div className=""grid md:grid-cols-2 gap-3"">",onboarding,label
onboarding.heading.card_title_text_sm_1316,card-title text-sm,,,,,,,,,,"Line 1135: <h3 className=""card-title text-sm"">Home location</h3>",onboarding,heading
onboarding.heading.coastal_spot_1320,Coastal spot,,,,,,,,,,"Line 1142: <h3 className=""card-title text-sm"">Coastal spot</h3>",onboarding,heading
onboarding.label.not_set_1323,Not set,,,,,,,,,,"Line 1143: <p className=""text-sm"">{coastalSpot?.name || marineLocation || 'Not set'}</p>",onboarding,label
onboarding.link._account_1325,/account,,,,,,,,,,"Line 1148: <p className=""text-xs text-base-content/60"">Tip: you can edit locations any time",onboarding,link
onboarding.paragraph.alert_bg_base_200_border_borde_1326,alert bg-base-200 border border-base-300 flex items-center gap-3 mt-2,,,,,,,,,,"Line 1151: <div className=""alert bg-base-200 border border-base-300 flex items-center gap-3",onboarding,paragraph
onboarding.button.save_these_to_your_account__1327,Save these to your account?,,,,,,,,,,"Line 1153: <div className=""font-medium"">Save these to your account?</div>",onboarding,button
onboarding.paragraph.register_to_sync_your_interest_1329,Register to sync your interests and locations across devices.,,,,,,,,,,"Line 1154: <div className=""text-sm opacity-70"">Register to sync your interests and location",onboarding,paragraph
onboarding.button._login_1331,/login,,,,,,,,,,"Line 1156: <Link href=""/login"" className=""btn btn-primary btn-sm ml-auto"">Register</Link>",onboarding,button
onboarding.button.btn_btn_primary_btn_sm_ml_auto_1332,btn btn-primary btn-sm ml-auto,,,,,,,,,,"Line 1156: <Link href=""/login"" className=""btn btn-primary btn-sm ml-auto"">Register</Link>",onboarding,button
onboarding.button.maybe_later_1333,Maybe later,,,,,,,,,,"Line 1157: <button className=""btn btn-ghost btn-sm"" onClick={() => setShowRegisterNudge(fal",onboarding,button
onboarding.label.text_xs_text_base_content_60_m_1335,text-xs text-base-content/60 mt-2,,,,,,,,,,"Line 1160: <p className=""text-xs text-base-content/60 mt-2"">We’ll use your locally saved pr",onboarding,label
onboarding.label.preferences_1341,preferences,,,,,,,,,,"Line 1226: try { localStorage.setItem('preferences', JSON.stringify(newPrefs)); } catch { /",onboarding,label
